Producto,Categoria del Producto,Precio,Costo de Envio,Fecha de Compra,Vendedor,Lugar de Compra,Calificacion,Metodo de Pago,Cantidad de Cuotas,Latitud,Longitud
Ciencia de datos con Python,Libros,43300,0,14/09/2021,Rafael Acosta,Cocuta,5,Tarjeta de credito,3,7.89391,-72.50782
Carrito de control remoto,Juguetes,82200,4600,24/06/2021,Camila Rivera,Medellin,4,Tarjeta de credito,2,6.25184,-75.56359
Impresora,Electronicos,356100,19400,9/5/2020,Mariana Herrera,Riohacha,4,Tarjeta de credito,8,11.54444,-72.90722
TV LED UHD 4K,Electronicos,2809600,147800,7/5/2022,Maria Alfonso,Cali,5,Nequi,1,3.43722,-76.5225
Asistente virtual,Electronicos,216300,12200,1/9/2021,Camila Rivera,Cali,3,Tarjeta de credito,8,3.43722,-76.5225
Dashboards con Power BI,Libros,36800,2200,23/07/2022,Rafael Acosta,Bogota,4,Tarjeta de credito,3,4.60971,-74.08175
Iphone 15,Electronicos,1677400,89700,27/10/2021,Juliana Costa,Bogota,1,Tarjeta de debito,1,4.60971,-74.08175
Cama king,Muebles,853300,43600,27/01/2021,Beatriz Morales,Cali,5,Nequi,1,3.43722,-76.5225
Set de ollas,Arti­culos para el hogar,130000,7100,20/03/2023,Santiago Silva,Bogota,3,Tarjeta de credito,4,4.60971,-74.08175
Cama king,Muebles,654800,33100,22/09/2022,Rafael Acosta,Bogota,5,Tarjeta de credito,2,4.60971,-74.08175
Microondas,Electrodomesticos,556000,29800,26/11/2020,Juan Fernandez,Bogota,5,Nequi,1,4.60971,-74.08175
Smart TV,Electronicos,1597900,85500,19/12/2020,Mariana Herrera,Bogota,5,Nequi,1,4.60971,-74.08175
Iniciando en programacion,Libros,53000,3200,6/12/2022,Maria Alfonso,Bogota,5,Tarjeta de credito,10,4.60971,-74.08175
Refrigerador,Electrodomesticos,1610600,86200,14/07/2020,Juliana Costa,Cocuta,5,Tarjeta de credito,4,7.89391,-72.50782
TV LED UHD 4K,Electronicos,2741200,146200,1/9/2021,Felipe Santos,Bogota,5,Tarjeta de credito,8,4.60971,-74.08175
Carrito de control remoto,Juguetes,74700,4500,2/3/2020,Juliana Costa,Bogota,4,Tarjeta de credito,2,4.60971,-74.08175
Mochila,Deportes y diversion,107900,6000,29/12/2022,Lucas Olivera,Medellin,5,Tarjeta de credito,1,6.25184,-75.56359
Dashboards con Power BI,Libros,37700,2200,17/01/2021,Lucas Olivera,Bogota,5,Tarjeta de credito,1,4.60971,-74.08175
Set de ollas,Arti­culos para el hogar,164600,9200,23/04/2021,Rafael Acosta,Santa Marta,1,Nequi,1,11.24079,-74.19904
Juego de mesa,Juguetes,172400,7400,25/03/2020,Beatriz Morales,Bogota,4,Tarjeta de credito,1,4.60971,-74.08175
Ciencia de datos con Python,Libros,63900,1600,19/11/2022,Santiago Silva,Pereira,3,Tarjeta de credito,8,4.81333,-75.69611
Smartwatch,Electronicos,219000,14000,10/3/2021,Lucas Olivera,Bogota,5,Tarjeta de credito,6,4.60971,-74.08175
Ciencia de datos con Python,Libros,66000,9400,4/3/2023,Juan Fernandez,Bogota,3,Tarjeta de credito,10,4.60971,-74.08175
Sofa reclinable,Muebles,609900,37300,15/11/2020,Beatriz Morales,Riohacha,3,Nequi,1,11.54444,-72.90722
Lavavajillas,Electrodomesticos,1060900,54700,27/12/2021,Felipe Santos,Cali,5,Tarjeta de credito,5,3.43722,-76.5225
Bateria,Instrumentos musicales,555200,29800,2/2/2020,Maria Alfonso,Bogota,5,Nequi,1,4.60971,-74.08175
Secadora de ropa,Electrodomesticos,1384900,74400,29/09/2021,Santiago Silva,Bogota,5,Tarjeta de credito,1,4.60971,-74.08175
Sofa reclinable,Muebles,686600,36800,1/9/2020,Felipe Santos,Bogota,5,Tarjeta de credito,1,4.60971,-74.08175
Cama king,Muebles,670900,33900,25/03/2022,Angel Rodriguez,Soacha,5,Nequi,1,4.57937,-74.21682
Cuberteria,Arti­culos para el hogar,48600,3000,11/2/2022,Beatriz Morales,Barranquilla,5,Nequi,1,10.96854,-74.78132
Secadora de ropa,Electrodomesticos,963300,51500,27/01/2020,Juan Fernandez,Bogota,5,Tarjeta de credito,2,4.60971,-74.08175
Vaso termico,Deportes y diversion,55000,1100,15/05/2021,Maria Alfonso,Cali,5,Tarjeta de credito,2,3.43722,-76.5225
Silla de oficina,Muebles,482900,25900,27/05/2022,Izabela de Leon,Cali,1,Cupon,1,3.43722,-76.5225
Juego de mesa,Juguetes,258400,14800,13/10/2020,Camila Rivera,Bogota,5,Nequi,1,4.60971,-74.08175
Modelado predictivo,Libros,65600,1700,5/12/2021,Lucas Olivera,Bogota,5,Tarjeta de credito,8,4.60971,-74.08175
Set de ollas,Arti­culos para el hogar,146300,6000,9/11/2020,Beatriz Morales,Bogota,5,Tarjeta de credito,1,4.60971,-74.08175
Cubo magico 8x8,Juguetes,17800,0,30/12/2021,Lucas Olivera,Pereira,5,Tarjeta de credito,1,4.81333,-75.69611
Dinosaurio Rex,Juguetes,20700,5900,11/2/2020,Juan Fernandez,Medellin,5,Tarjeta de credito,8,6.25184,-75.56359
Muneca bebe,Juguetes,46700,0,10/4/2021,Pedro Gomez,Medellin,2,Tarjeta de credito,2,6.25184,-75.56359
Armario,Muebles,485100,24000,9/3/2020,Lucas Olivera,Bogota,1,Tarjeta de credito,7,4.60971,-74.08175
TV LED UHD 4K,Electronicos,2966100,156100,30/06/2020,Juan Fernandez,Bogota,2,Tarjeta de credito,3,4.60971,-74.08175
Dashboards con Power BI,Libros,30200,0,11/1/2023,Rafael Acosta,Bogota,5,Tarjeta de credito,5,4.60971,-74.08175
Bloques de construccion,Juguetes,37400,4400,18/10/2021,Mariana Herrera,Bogota,5,Nequi,1,4.60971,-74.08175
Dinosaurio Rex,Juguetes,22100,1800,15/07/2020,Beatriz Morales,Bogota,1,Tarjeta de credito,1,4.60971,-74.08175
Bateria,Instrumentos musicales,1002300,51600,17/07/2022,Maria Alfonso,Pereira,5,Tarjeta de credito,4,4.81333,-75.69611
Ciencia de datos con Python,Libros,68600,8300,9/8/2021,Mariana Herrera,Bucaramanga,5,Tarjeta de credito,1,7.12539,-73.1198
Silla de oficina,Muebles,230200,12900,12/10/2021,Juan Fernandez,Bogota,4,Nequi,1,4.60971,-74.08175
Impresora,Electronicos,285700,15600,17/07/2022,Izabela de Leon,Medellin,4,Tarjeta de credito,1,6.25184,-75.56359
Cama box,Muebles,509400,25300,6/3/2020,Lucas Olivera,Medellin,1,Tarjeta de credito,5,6.25184,-75.56359
Vaso termico,Deportes y diversion,57400,3300,20/04/2021,Juan Fernandez,Bogota,5,Nequi,1,4.60971,-74.08175
Sofa reclinable,Muebles,702500,37900,2/4/2022,Pedro Gomez,Bogota,5,Tarjeta de credito,3,4.60971,-74.08175
Carrito de control remoto,Juguetes,63600,3800,25/06/2021,Izabela de Leon,Pereira,5,Tarjeta de credito,2,4.81333,-75.69611
Sofa reclinable,Muebles,695500,37200,27/05/2020,Angel Rodriguez,Barranquilla,4,Tarjeta de credito,10,10.96854,-74.78132
Cama king,Muebles,599300,32100,23/01/2021,Maria Alfonso,Pereira,5,Nequi,1,4.81333,-75.69611
Sillon,Muebles,221700,12000,24/11/2020,Izabela de Leon,Bogota,4,Tarjeta de credito,24,4.60971,-74.08175
Balon de baloncesto,Deportes y diversion,23000,1600,16/03/2022,Mariana Herrera,Bogota,4,Tarjeta de debito,1,4.60971,-74.08175
Ciencia de datos con Python,Libros,49100,2800,17/03/2023,Juliana Costa,Santa Marta,4,Tarjeta de credito,1,11.24079,-74.19904
Mesa de centro,Muebles,224000,12100,24/04/2020,Beatriz Morales,Barranquilla,5,Nequi,1,10.96854,-74.78132
Cama box,Muebles,503000,25000,14/07/2021,Camila Rivera,Cali,2,Tarjeta de credito,2,3.43722,-76.5225
Smart TV,Electronicos,1155800,59700,11/8/2021,Maria Alfonso,Bogota,5,Tarjeta de credito,2,4.60971,-74.08175
Iphone 15,Electronicos,2194500,115000,9/9/2022,Juliana Costa,Cocuta,5,Tarjeta de credito,1,7.89391,-72.50782
Guitarra electrica,Instrumentos musicales,635700,32000,9/1/2023,Pedro Gomez,Bogota,5,Tarjeta de credito,5,4.60971,-74.08175
Smart TV,Electronicos,1175600,60800,29/04/2022,Lucas Olivera,Riohacha,4,Nequi,1,11.54444,-72.90722
Impresora,Electronicos,321900,17400,26/05/2022,Angel Rodriguez,Bogota,5,Nequi,1,4.60971,-74.08175
Iniciando en programacion,Libros,55600,3200,21/05/2021,Felipe Santos,Cali,5,Nequi,1,3.43722,-76.5225
Cama box,Muebles,335700,18300,6/8/2021,Blanca Ramirez,Barranquilla,4,Tarjeta de credito,1,10.96854,-74.78132
Guitarra acustica,Instrumentos musicales,391000,21200,7/1/2021,Pedro Gomez,Medellin,1,Cupon,1,6.25184,-75.56359
Cubo magico 8x8,Juguetes,14900,1000,26/02/2021,Camila Rivera,Pereira,5,Nequi,1,4.81333,-75.69611
Bloques de construccion,Juguetes,43100,0,2/4/2022,Rafael Acosta,Cali,4,Tarjeta de credito,2,3.43722,-76.5225
Bloques de construccion,Juguetes,26700,0,21/06/2020,Juan Fernandez,Bogota,5,Tarjeta de credito,10,4.60971,-74.08175
Mesa de noche,Muebles,241600,11100,5/4/2021,Lucas Olivera,Pereira,4,Nequi,1,4.81333,-75.69611
Dashboards con Power BI,Libros,31100,2200,8/2/2020,Lucas Olivera,Bogota,5,Tarjeta de credito,1,4.60971,-74.08175
Set de ollas,Arti­culos para el hogar,222700,10000,14/05/2021,Beatriz Morales,Medellin,1,Tarjeta de credito,10,6.25184,-75.56359
Balon de voleibol,Deportes y diversion,56400,3400,26/03/2020,Juan Fernandez,Bogota,2,Tarjeta de credito,1,4.60971,-74.08175
Balon de baloncesto,Deportes y diversion,30100,1800,18/02/2022,Pedro Gomez,Pereira,5,Nequi,1,4.81333,-75.69611
Mochila,Deportes y diversion,88700,5400,27/12/2021,Angel Rodriguez,Pasto,5,Tarjeta de credito,4,1.21361,-77.28111
Lavavajillas,Electrodomesticos,1487600,77400,4/2/2020,Felipe Santos,Medellin,1,Tarjeta de credito,2,6.25184,-75.56359
Ajedrez de madera,Juguetes,22700,6000,16/11/2021,Mariana Herrera,Medellin,4,Nequi,1,6.25184,-75.56359
Bloques de construccion,Juguetes,34100,0,15/05/2022,Izabela de Leon,Medellin,5,Cupon,1,6.25184,-75.56359
Ajedrez de madera,Juguetes,23600,1700,20/04/2021,Felipe Santos,Barranquilla,4,Tarjeta de credito,6,10.96854,-74.78132
Guitarra electrica,Instrumentos musicales,885700,45300,11/6/2022,Angel Rodriguez,Bogota,4,Tarjeta de credito,1,4.60971,-74.08175
Cuerda para saltar,Deportes y diversion,12600,900,22/11/2022,Rafael Acosta,Medellin,3,Tarjeta de credito,1,6.25184,-75.56359
Microondas,Electrodomesticos,817300,43700,28/07/2022,Maria Alfonso,Medellin,5,Tarjeta de credito,5,6.25184,-75.56359
Smart TV,Electronicos,1483600,79400,27/01/2020,Izabela de Leon,Villavicencio,4,Tarjeta de credito,10,4.142,-73.62664
Sofa reclinable,Muebles,645800,37700,10/4/2022,Angel Rodriguez,Bogota,5,Tarjeta de credito,10,4.60971,-74.08175
Bloques de construccion,Juguetes,38800,2300,12/1/2021,Blanca Ramirez,Medellin,5,Tarjeta de credito,2,6.25184,-75.56359
Impresora,Electronicos,271600,19100,16/06/2021,Angel Rodriguez,Medellin,4,Tarjeta de credito,3,6.25184,-75.56359
Cama box,Muebles,562000,28100,7/4/2022,Mariana Herrera,Bogota,4,Tarjeta de credito,5,4.60971,-74.08175
Impresora,Electronicos,266400,12400,27/03/2022,Felipe Santos,Medellin,5,Tarjeta de credito,1,6.25184,-75.56359
Dashboards con Power BI,Libros,41600,0,13/08/2021,Pedro Gomez,Bogota,3,Cupon,1,4.60971,-74.08175
Guitarra acustica,Instrumentos musicales,388300,18900,24/01/2020,Santiago Silva,Medellin,5,Tarjeta de credito,10,6.25184,-75.56359
Tablet ABXY,Electronicos,686500,34700,20/11/2022,Camila Rivera,Bogota,5,Tarjeta de credito,1,4.60971,-74.08175
Lavadora de ropa,Electrodomesticos,1352900,70200,25/07/2020,Mariana Herrera,Bogota,5,Tarjeta de credito,10,4.60971,-74.08175
Mesa de comedor,Muebles,367100,20300,30/09/2022,Maria Alfonso,Bogota,5,Tarjeta de credito,10,4.60971,-74.08175
Asistente virtual,Electronicos,122900,6800,3/12/2021,Pedro Gomez,Medellin,5,Tarjeta de credito,4,6.25184,-75.56359
Iphone 15,Electronicos,2452900,136500,30/03/2022,Felipe Santos,Medellin,5,Tarjeta de credito,1,6.25184,-75.56359
Sofa reclinable,Muebles,731400,37100,6/4/2022,Rafael Acosta,Medellin,5,Tarjeta de credito,1,6.25184,-75.56359
Carrito de control remoto,Juguetes,60200,3400,13/03/2020,Maria Alfonso,Bogota,2,Tarjeta de credito,4,4.60971,-74.08175
Balon de voleibol,Deportes y diversion,53200,1000,25/01/2020,Lucas Olivera,Bogota,3,Cupon,1,4.60971,-74.08175
Bloques de construccion,Juguetes,28100,0,14/06/2020,Lucas Olivera,Bogota,3,Tarjeta de credito,10,4.60971,-74.08175
Bicicleta,Deportes y diversion,299300,18300,11/6/2020,Camila Rivera,Cali,3,Tarjeta de credito,2,3.43722,-76.5225
Auriculares,Electronicos,98300,5600,2/6/2022,Rafael Acosta,Medellin,5,Tarjeta de credito,8,6.25184,-75.56359
Guitarra electrica,Instrumentos musicales,795800,43000,27/06/2021,Blanca Ramirez,Medellin,5,Tarjeta de credito,8,6.25184,-75.56359
Bateria,Instrumentos musicales,445200,24100,11/8/2022,Rafael Acosta,Bogota,5,Tarjeta de credito,2,4.60971,-74.08175
Pandereta,Instrumentos musicales,33000,0,17/08/2020,Juan Fernandez,Pasto,5,Tarjeta de credito,8,1.21361,-77.28111
Mesa de noche,Muebles,284500,13300,9/1/2021,Beatriz Morales,Bogota,5,Tarjeta de credito,10,4.60971,-74.08175
Juego de mesa,Juguetes,181000,10200,19/11/2021,Angel Rodriguez,Bogota,5,Tarjeta de credito,1,4.60971,-74.08175
Cama box,Muebles,427100,20900,28/04/2021,Camila Rivera,Medellin,5,Tarjeta de credito,1,6.25184,-75.56359
Silla de oficina,Muebles,282900,13300,15/06/2022,Juliana Costa,Bogota,4,Nequi,1,4.60971,-74.08175
Armario,Muebles,463300,22900,13/12/2021,Santiago Silva,Santa Marta,5,Tarjeta de credito,3,11.24079,-74.19904
Balon de baloncesto,Deportes y diversion,47300,0,27/04/2022,Angel Rodriguez,Bogota,5,Tarjeta de credito,1,4.60971,-74.08175
Vaso termico,Deportes y diversion,53600,1000,20/11/2020,Rafael Acosta,Bogota,5,Cupon,1,4.60971,-74.08175
Cuberteria,Arti­culos para el hogar,46500,0,21/12/2020,Pedro Gomez,Pereira,4,Tarjeta de credito,6,4.81333,-75.69611
Olla de presion,Arti­culos para el hogar,94800,5300,14/09/2020,Rafael Acosta,Neiva,5,Tarjeta de credito,3,2.9273,-75.28189
Auriculares con microfono,Electronicos,139800,16100,25/12/2022,Beatriz Morales,Bogota,5,Nequi,1,4.60971,-74.08175
Tablet ABXY,Electronicos,1231700,63800,1/5/2022,Lucas Olivera,Bogota,4,Tarjeta de credito,6,4.60971,-74.08175
Asistente virtual,Electronicos,182900,7900,15/08/2020,Camila Rivera,Cocuta,5,Tarjeta de credito,2,7.89391,-72.50782
Ajedrez de madera,Juguetes,34400,6500,18/09/2022,Juliana Costa,Bogota,5,Tarjeta de credito,6,4.60971,-74.08175
Mesa de centro,Muebles,144900,7900,21/05/2022,Felipe Santos,Cartagena,5,Tarjeta de credito,3,10.39972,-75.51444
Secadora de ropa,Electrodomesticos,1021100,52600,11/9/2020,Angel Rodriguez,Medellin,1,Tarjeta de credito,10,6.25184,-75.56359
Mesa de centro,Muebles,142800,8000,28/10/2022,Maria Alfonso,Cali,5,Tarjeta de credito,6,3.43722,-76.5225
Bicicleta,Deportes y diversion,683100,36900,25/02/2020,Rafael Acosta,Medellin,5,Tarjeta de credito,1,6.25184,-75.56359
Guitarra electrica,Instrumentos musicales,732200,39400,28/08/2021,Juliana Costa,Medellin,5,Tarjeta de credito,3,6.25184,-75.56359
Lavavajillas,Electrodomesticos,1187600,63500,1/11/2020,Juliana Costa,Cali,5,Tarjeta de credito,10,3.43722,-76.5225
Estufa,Electrodomesticos,1017200,58800,23/02/2021,Blanca Ramirez,Bogota,3,Tarjeta de credito,1,4.60971,-74.08175
Bateria,Instrumentos musicales,530700,28900,17/11/2020,Camila Rivera,Bogota,5,Tarjeta de credito,1,4.60971,-74.08175
Silla de oficina,Muebles,471000,28400,4/6/2021,Mariana Herrera,Medellin,5,Tarjeta de credito,1,6.25184,-75.56359
Mesa de noche,Muebles,281700,13200,1/11/2020,Santiago Silva,Riohacha,1,Tarjeta de credito,10,11.54444,-72.90722
Lavavajillas,Electrodomesticos,1126000,64700,4/2/2020,Blanca Ramirez,Cali,5,Tarjeta de credito,10,3.43722,-76.5225
Set de vasos,Arti­culos para el hogar,32300,0,25/12/2020,Felipe Santos,Bogota,5,Tarjeta de credito,1,4.60971,-74.08175
Microondas,Electrodomesticos,563500,30200,6/9/2022,Juliana Costa,Bogota,5,Tarjeta de credito,1,4.60971,-74.08175
Olla de presion,Arti­culos para el hogar,53200,5200,6/3/2020,Lucas Olivera,Bogota,4,Nequi,1,4.60971,-74.08175
Refrigerador,Electrodomesticos,1913400,102100,8/4/2020,Camila Rivera,Cali,5,Nequi,1,3.43722,-76.5225
Juego de mesa,Juguetes,214400,9600,20/09/2021,Izabela de Leon,Leticia,5,Nequi,1,-4.21528,-69.94056
Dinosaurio Rex,Juguetes,20300,6700,20/11/2021,Juan Fernandez,Medellin,5,Nequi,1,6.25184,-75.56359
Mochila,Deportes y diversion,82700,2600,22/07/2020,Rafael Acosta,Pereira,5,Tarjeta de credito,8,4.81333,-75.69611
Cuberteria,Arti­culos para el hogar,49500,3000,25/01/2020,Maria Alfonso,Bogota,1,Tarjeta de credito,9,4.60971,-74.08175
Secadora de ropa,Electrodomesticos,1331900,71300,17/02/2020,Camila Rivera,Medellin,3,Nequi,1,6.25184,-75.56359
Lavadora de ropa,Electrodomesticos,1217500,63000,7/7/2022,Santiago Silva,Bogota,4,Tarjeta de credito,2,4.60971,-74.08175
Cubo magico 8x8,Juguetes,17800,0,26/09/2021,Felipe Santos,Medellin,1,Tarjeta de credito,1,6.25184,-75.56359
Iniciando en programacion,Libros,30900,2700,29/03/2023,Blanca Ramirez,Barranquilla,5,Tarjeta de credito,4,10.96854,-74.78132
Guitarra electrica,Instrumentos musicales,959100,51500,30/09/2021,Izabela de Leon,Medellin,1,Tarjeta de credito,1,6.25184,-75.56359
Ajedrez de madera,Juguetes,27200,0,15/03/2023,Pedro Gomez,Cali,5,Tarjeta de credito,3,3.43722,-76.5225
Ajedrez de madera,Juguetes,33600,2500,1/1/2023,Blanca Ramirez,Cali,5,Cupon,1,3.43722,-76.5225
Bicicleta,Deportes y diversion,476700,23600,11/8/2020,Angel Rodriguez,Cali,4,Tarjeta de credito,5,3.43722,-76.5225
Iphone 15,Electronicos,2586400,135900,31/08/2020,Mariana Herrera,Bogota,3,Tarjeta de credito,2,4.60971,-74.08175
Estufa,Electrodomesticos,593900,31800,1/1/2021,Juliana Costa,Bogota,4,Nequi,1,4.60971,-74.08175
Modelado predictivo,Libros,69900,1900,6/1/2022,Blanca Ramirez,Medellin,5,Tarjeta de credito,2,6.25184,-75.56359
Cuerda para saltar,Deportes y diversion,17600,3300,14/02/2020,Beatriz Morales,Pereira,1,Tarjeta de credito,10,4.81333,-75.69611
Iniciando en programacion,Libros,63300,4400,31/03/2020,Angel Rodriguez,Cartagena,5,Tarjeta de credito,3,10.39972,-75.51444
Sofa reclinable,Muebles,697000,37300,12/1/2022,Santiago Silva,Pereira,5,Tarjeta de credito,3,4.81333,-75.69611
Carrito de control remoto,Juguetes,73600,4100,8/2/2022,Camila Rivera,Medellin,1,Cupon,1,6.25184,-75.56359
Silla de oficina,Muebles,401800,26200,10/10/2022,Juan Fernandez,Bogota,5,Tarjeta de credito,10,4.60971,-74.08175
Cama box,Muebles,561500,28100,30/03/2023,Pedro Gomez,Bogota,5,Tarjeta de credito,10,4.60971,-74.08175
Armario,Muebles,477500,25800,5/3/2023,Juan Fernandez,Pereira,5,Tarjeta de credito,1,4.81333,-75.69611
Sillon,Muebles,284700,13300,14/02/2021,Pedro Gomez,Leticia,4,Tarjeta de credito,3,-4.21528,-69.94056
Carrito de control remoto,Juguetes,55100,1100,5/10/2021,Camila Rivera,Bogota,3,Tarjeta de credito,9,4.60971,-74.08175
Guitarra electrica,Instrumentos musicales,820200,48400,19/04/2022,Angel Rodriguez,Pereira,5,Tarjeta de credito,10,4.81333,-75.69611
Sofa reclinable,Muebles,742700,39900,22/03/2023,Mariana Herrera,Medellin,5,Tarjeta de credito,1,6.25184,-75.56359
Microondas,Electrodomesticos,647800,32700,25/11/2020,Maria Alfonso,Cali,4,Tarjeta de credito,1,3.43722,-76.5225
Estufa,Electrodomesticos,413700,20200,26/09/2021,Juan Fernandez,Bogota,5,Cupon,1,4.60971,-74.08175
Mesa de comedor,Muebles,334300,18200,23/06/2022,Angel Rodriguez,Pereira,5,Tarjeta de credito,1,4.81333,-75.69611
Cama box,Muebles,599700,30100,7/6/2022,Felipe Santos,Bogota,1,Nequi,1,4.60971,-74.08175
Balon de voleibol,Deportes y diversion,51500,900,13/10/2020,Mariana Herrera,Barranquilla,4,Nequi,1,10.96854,-74.78132
Impresora,Electronicos,264600,14300,18/04/2021,Rafael Acosta,Bogota,5,Nequi,1,4.60971,-74.08175
Mesa de centro,Muebles,174200,7500,14/07/2020,Juan Fernandez,Bogota,5,Tarjeta de credito,6,4.60971,-74.08175
Balon de baloncesto,Deportes y diversion,61700,1500,4/7/2022,Santiago Silva,Bogota,3,Tarjeta de credito,4,4.60971,-74.08175
Set de ollas,Arti­culos para el hogar,110300,6300,16/02/2020,Izabela de Leon,Bogota,5,Tarjeta de credito,1,4.60971,-74.08175
Juego de mesa,Juguetes,228400,12700,13/01/2021,Camila Rivera,Bogota,4,Cupon,1,4.60971,-74.08175
Cuberteria,Arti­culos para el hogar,50200,900,8/10/2022,Blanca Ramirez,Bogota,5,Tarjeta de credito,2,4.60971,-74.08175
Bloques de construccion,Juguetes,25000,1700,30/11/2022,Maria Alfonso,Medellin,3,Tarjeta de credito,3,6.25184,-75.56359
Sillon,Muebles,230800,10500,27/02/2023,Izabela de Leon,Bogota,4,Tarjeta de credito,2,4.60971,-74.08175
Cama king,Muebles,440600,21700,29/09/2021,Lucas Olivera,Medellin,4,Tarjeta de credito,7,6.25184,-75.56359
Iphone 15,Electronicos,2195800,115100,24/02/2023,Izabela de Leon,Cali,3,Tarjeta de credito,12,3.43722,-76.5225
Cama box,Muebles,628100,31600,14/06/2020,Juliana Costa,Medellin,5,Tarjeta de credito,4,6.25184,-75.56359
Kit de bancas,Muebles,262600,14700,2/8/2020,Izabela de Leon,Cali,5,Tarjeta de credito,2,3.43722,-76.5225
Asistente virtual,Electronicos,191200,10600,31/12/2020,Rafael Acosta,Bogota,3,Nequi,1,4.60971,-74.08175
Smart TV,Electronicos,1788000,95400,17/12/2020,Izabela de Leon,Medellin,5,Tarjeta de credito,1,6.25184,-75.56359
Bicicleta,Deportes y diversion,641300,32300,1/10/2020,Maria Alfonso,Bogota,5,Nequi,1,4.60971,-74.08175
Mesa de noche,Muebles,278200,15200,12/2/2021,Maria Alfonso,Bogota,1,Tarjeta de credito,1,4.60971,-74.08175
Pandereta,Instrumentos musicales,52100,3300,18/06/2021,Beatriz Morales,Barranquilla,5,Tarjeta de credito,6,10.96854,-74.78132
Vaso termico,Deportes y diversion,44800,10300,5/10/2021,Rafael Acosta,Santa Marta,4,Tarjeta de debito,1,11.24079,-74.19904
Iphone 15,Electronicos,1828600,97600,23/05/2020,Izabela de Leon,Medellin,5,Cupon,1,6.25184,-75.56359
Tablet ABXY,Electronicos,1500100,82200,20/10/2022,Pedro Gomez,Bogota,5,Cupon,1,4.60971,-74.08175
Secadora de ropa,Electrodomesticos,705400,35700,18/08/2021,Juan Fernandez,Pereira,5,Tarjeta de credito,8,4.81333,-75.69611
Balon de voleibol,Deportes y diversion,51300,3400,11/1/2022,Felipe Santos,Cali,5,Tarjeta de credito,3,3.43722,-76.5225
Dashboards con Power BI,Libros,32500,2400,1/3/2023,Rafael Acosta,Barranquilla,5,Tarjeta de credito,2,10.96854,-74.78132
Mesa de noche,Muebles,285500,13400,11/6/2020,Felipe Santos,Medellin,5,Tarjeta de credito,1,6.25184,-75.56359
Carrito de control remoto,Juguetes,57500,1300,22/10/2021,Beatriz Morales,Cali,1,Tarjeta de credito,7,3.43722,-76.5225
Microondas,Electrodomesticos,523400,28100,10/5/2021,Pedro Gomez,Cartagena,4,Tarjeta de credito,1,10.39972,-75.51444
Olla de presion,Arti­culos para el hogar,85600,4800,15/03/2021,Lucas Olivera,Medellin,4,Tarjeta de credito,4,6.25184,-75.56359
Dinosaurio Rex,Juguetes,19800,0,10/1/2021,Rafael Acosta,Barranquilla,3,Cupon,1,10.96854,-74.78132
Cuberteria,Arti­culos para el hogar,36100,2300,27/05/2021,Maria Alfonso,Cali,3,Tarjeta de credito,4,3.43722,-76.5225
Sofa reclinable,Muebles,748500,38000,30/12/2020,Izabela de Leon,Santa Marta,4,Nequi,1,11.24079,-74.19904
Pandereta,Instrumentos musicales,53900,1100,6/3/2020,Felipe Santos,Neiva,5,Nequi,1,2.9273,-75.28189
Modelado predictivo,Libros,47500,2900,3/6/2021,Rafael Acosta,Bogota,5,Tarjeta de credito,4,4.60971,-74.08175
Dashboards con Power BI,Libros,26500,0,7/10/2020,Blanca Ramirez,Cali,1,Tarjeta de credito,2,3.43722,-76.5225
Modelado predictivo,Libros,54100,3100,21/01/2020,Felipe Santos,Cali,1,Tarjeta de credito,1,3.43722,-76.5225
Refrigerador,Electrodomesticos,2232900,117100,12/8/2022,Rafael Acosta,Medellin,5,Tarjeta de credito,1,6.25184,-75.56359
Secadora de ropa,Electrodomesticos,737800,39800,7/8/2021,Pedro Gomez,Cartagena,5,Tarjeta de credito,1,10.39972,-75.51444
Cuerda para saltar,Deportes y diversion,12400,900,27/12/2021,Beatriz Morales,Soacha,5,Nequi,1,4.57937,-74.21682
Juego de mesa,Juguetes,119900,6600,2/11/2022,Juliana Costa,Bogota,3,Tarjeta de credito,1,4.60971,-74.08175
TV LED UHD 4K,Electronicos,2275300,119300,22/06/2022,Angel Rodriguez,Cali,4,Tarjeta de credito,1,3.43722,-76.5225
Estufa,Electrodomesticos,918700,47100,31/07/2022,Santiago Silva,Bogota,5,Nequi,1,4.60971,-74.08175
Cuberteria,Arti­culos para el hogar,40400,0,7/2/2021,Izabela de Leon,Barranquilla,4,Nequi,1,10.96854,-74.78132
Dinosaurio Rex,Juguetes,16600,1100,22/05/2020,Juan Fernandez,Cocuta,4,Tarjeta de credito,1,7.89391,-72.50782
Muneca bebe,Juguetes,51700,900,2/8/2021,Izabela de Leon,Bogota,3,Nequi,1,4.60971,-74.08175
Cuerda para saltar,Deportes y diversion,21900,1400,15/08/2020,Angel Rodriguez,Medellin,5,Nequi,1,6.25184,-75.56359
Iphone 15,Electronicos,1548600,80600,20/09/2022,Lucas Olivera,Bogota,4,Tarjeta de credito,2,4.60971,-74.08175
Guitarra acustica,Instrumentos musicales,436200,21400,21/07/2021,Beatriz Morales,Bogota,1,Tarjeta de credito,7,4.60971,-74.08175
Modelado predictivo,Libros,56500,1200,4/6/2021,Rafael Acosta,Medellin,1,Tarjeta de credito,1,6.25184,-75.56359
